Recall	Trained model (area: 0.59)	Random classifier (area: 0.13)
8.894472361809044880e-01	1.533169616734650076e-01	1.296534394211621422e-01
8.944723618090452133e-01	1.540484558876008547e-01	1.302895756062879273e-01
8.994974874371859386e-01	1.547799501017367019e-01	1.309257117914136848e-01
9.045226130653266639e-01	1.555114443158725768e-01	1.315618479765394699e-01
9.095477386934673891e-01	1.562429385300084239e-01	1.321979841616652274e-01
9.145728643216080034e-01	1.487125763243192511e-01	1.328310949181258083e-01
9.195979899497487287e-01	1.494054918016832767e-01	1.334618171782717966e-01
9.246231155778894539e-01	1.500984072790473300e-01	1.340925394384177571e-01
9.296482412060301792e-01	1.507913227564113834e-01	1.347232616985637454e-01
9.346733668341709045e-01	1.514842382337754090e-01	1.353539839587097338e-01
9.396984924623115187e-01	1.521771537111394346e-01	1.359847062188556943e-01
9.447236180904522440e-01	1.354594124399966515e-01	1.274002864564367787e-01
9.497487437185929693e-01	1.360803592475728352e-01	1.279898457088756436e-01
9.547738693467336946e-01	1.367013060551489911e-01	1.285794049613145085e-01
9.597989949748744198e-01	1.373222528627251471e-01	1.291689642137533733e-01
9.648241206030150341e-01	1.379431996703013030e-01	1.297585234661922382e-01
9.698492462311557594e-01	1.385641464778774590e-01	1.303480827186311031e-01
9.748743718592964846e-01	1.319763619209053385e-01	1.283976676053338595e-01
9.798994974874372099e-01	1.325652165208512645e-01	1.289729603390933343e-01
9.849246231155779352e-01	1.331540711207971905e-01	1.295482530728528092e-01
9.899497487437186605e-01	1.337429257207430888e-01	1.301235458066123118e-01
9.949748743718592747e-01	1.343317803206889871e-01	1.306988385403717867e-01
1.000000000000000000e+00	1.349206349206349131e-01	1.312741312741312616e-01
